,page_id,lang,len,quantile,title,url,templating,index_box,heading,posts,unique_authors,depth,archive,exchanges,notes
58386,221709,fa,30,0.91,انقلاب فرانسه,https://fa.wikipedia.org/wiki/انقلاب فرانسه,,,,,,,,,
122774,393754,fa,30,0.91,النر ریگبی,https://fa.wikipedia.org/wiki/النر ریگبی,,,,,,,,,
48274,186823,fa,30,0.91,قرآن 1:1,https://fa.wikipedia.org/wiki/قرآن 1:1,,,,,,,,,
47417,184013,fa,30,0.91,عرفان,https://fa.wikipedia.org/wiki/عرفان,,,,,,,,,
77356,281754,fa,30,0.91,ردیوهد,https://fa.wikipedia.org/wiki/ردیوهد,,,,,,,,,
17152,49373,fa,30,0.91,سلماس,https://fa.wikipedia.org/wiki/سلماس,,,,,,,,,
130435,422896,fa,30,0.91,هلموت کوهل,https://fa.wikipedia.org/wiki/هلموت کوهل,,,,,,,,,
19911,57743,fa,30,0.91,مسئله شر,https://fa.wikipedia.org/wiki/مسئله شر,,,,,,,,,
71922,261279,fa,30,0.91,محسن چاووشی,https://fa.wikipedia.org/wiki/محسن چاووشی,,,,,,,,,
6011,15467,fa,30,0.91,جمعیت فدائیان اسلام,https://fa.wikipedia.org/wiki/جمعیت فدائیان اسلام,,,,,,,,,
43067,169556,fa,30,0.91,ارنست پرون,https://fa.wikipedia.org/wiki/ارنست پرون,,,,,,,,,
